g | n1 | w1g | n2 | w2g
[('a', 1), ('b', 3), ('a', 2), ('b', -3), ('a', -1)] | 32 | 00002211122201012211122202002212 | 4 | 0000
[('b', -3), ('a', -3), ('b', -5), ('a', 2), ('b', 1)] | 33 | 001222020222121112202012211102201 | 4 | 0000
[('b', -1), ('a', 4), ('b', 3), ('a', -2), ('b', 3)] | 33 | 001022020102211122201012212122201 | 4 | 0000
[('b', 4), ('a', -3), ('b', -3), ('a', -2), ('b', -4)] | 34 | 0011022010222121222020122121102202 | 4 | 0000
[('a', 2), ('b', -2), ('a', -2), ('b', -5), ('a', -3)] | 33 | 000122111122020122121112202022212 | 4 | 1010
[('a', 2), ('b', 5), ('a', -3), ('b', -5), ('a', -3)] | 34 | 0001221111122010222121112202022212 | 4 | 0000
[('b', -3), ('a', -4), ('b', -3), ('a', 4), ('b', 2)] | 34 | 0012220201022121222020102211112201 | 4 | 1010
[('b', -1), ('a', -5), ('b', 4), ('a', 3), ('b', 4)] | 35 | 00102202011221211022010222111102201 | 4 | 0000
[('b', -2), ('a', -1), ('b', 2), ('a', -1), ('b', 5)] | 33 | 001122020022121122010022121112201 | 4 | 0000
[('b', -2), ('a', -2), ('b', 4), ('a', -3), ('b', 4)] | 34 | 0011220201221211022010222121102201 | 4 | 0000
[('b', -3), ('a', 4), ('b', 4), ('a', -3), ('b', -5)] | 35 | 00122202010221111022010222121112202 | 4 | 0000
[('a', 2), ('b', -4), ('a', 2), ('b', 5), ('a', -2)] | 34 | 0001221111022020122111112201012212 | 4 | 0000
[('b', 3), ('a', 5), ('b', -3), ('a', -1), ('b', 2)] | 33 | 001222010112211122202002212112201 | 4 | 0000
[('a', -4), ('b', 3), ('a', 5), ('b', 3), ('a', -3)] | 34 | 0001022121222010112211122201022212 | 4 | 0000
[('b', 5), ('a', 5), ('b', -2), ('a', 3), ('b', -1)] | 34 | 0011122010112211112202022211102202 | 4 | 0000
[('b', -4), ('a', -1), ('b', -3), ('a', 4), ('b', 5)] | 35 | 00110220200221212220201022111112201 | 4 | 1010
[('a', -1), ('b', -5), ('a', 3), ('b', -1), ('a', 5)] | 34 | 0000221211122020222111022020112211 | 4 | 0000
[('a', 3), ('b', -3), ('a', -3), ('b', -5), ('a', -4)] | 34 | 0002221112220202221211122020102212 | 4 | 0000
[('b', 4), ('a', 5), ('b', -5), ('a', 4), ('b', 1)] | 36 | 001102201011221111122020102211102201 | 8 | 00000000
[('b', -3), ('a', -2), ('b', 1), ('a', -4), ('b', -4)] | 34 | 0012220201221210220101022121102202 | 6 | 000000
[('a', 3), ('b', 1), ('a', 4), ('b', 5), ('a', -4)] | 35 | 00022211102201010221111122010102212 | 6 | 000000
[('a', -3), ('b', -2), ('a', 4), ('b', -4), ('a', -3)] | 34 | 0002221211220201022111102202022212 | 4 | 0000
[('a', 1), ('b', -4), ('a', -3), ('b', -2), ('a', 2)] | 33 | 000022111102202022212112202012211 | 6 | 101010
[('a', 2), ('b', -3), ('a', 3), ('b', -5), ('a', -2)] | 33 | 000122111222020222111112202012212 | 4 | 1010
[('a', -3), ('b', -4), ('a', 4), ('b', 4), ('a', 1)] | 35 | 00022212110220201022111102201002211 | 4 | 0000
[('b', -3), ('a', 5), ('b', -2), ('a', 5), ('b', 2)] | 34 | 0012220201122111122020112211112201 | 4 | 0000
[('b', 4), ('a', -3), ('b', -1), ('a', 3), ('b', -1)] | 33 | 001102201022212102202022211102202 | 4 | 1010
[('a', -5), ('b', 1), ('a', 1), ('b', 4), ('a', -4)] | 35 | 00011221210220100221111022010102212 | 4 | 0000
[('b', -5), ('a', 2), ('b', 1), ('a', 2), ('b', 4)] | 34 | 0011122020122111022010122111102201 | 4 | 0000
[('a', 3), ('b', -2), ('a', -5), ('b', 3), ('a', 4)] | 34 | 0002221111220201122121222010102211 | 4 | 0000
[('a', -1), ('b', -2), ('a', -4), ('b', 3), ('a', -1)] | 33 | 000022121122020102212122201002212 | 4 | 1010
[('a', 3), ('b', -2), ('a', -3), ('b', -3), ('a', -5)] | 33 | 000222111122020222121222020112212 | 4 | 0000
[('a', 4), ('b', -3), ('a', 1), ('b', 2), ('a', 4)] | 34 | 0001022111222020022111122010102211 | 4 | 1010
[('b', 4), ('a', -4), ('b', 4), ('a', 2), ('b', -3)] | 35 | 00110220101022121102201012211122202 | 4 | 0000
[('b', 4), ('a', 3), ('b', 3), ('a', -2), ('b', 2)] | 33 | 001102201022211122201012212112201 | 4 | 0000
[('b', 5), ('a', -4), ('b', -5), ('a', -4), ('b', -2)] | 36 | 001112201010221211122020102212112202 | 4 | 0000
[('b', 1), ('a', 4), ('b', 2), ('a', 2), ('b', -3)] | 33 | 001022010102211112201012211122202 | 6 | 000000
[('b', -3), ('a', 1), ('b', -3), ('a', -2), ('b', 5)] | 33 | 001222020022111222020122121112201 | 4 | 0000
[('a', 5), ('b', -2), ('a', -2), ('b', -4), ('a', -3)] | 34 | 0001122111122020122121102202022212 | 6 | 101010
[('a', -2), ('b', -1), ('a', 5), ('b', 4), ('a', 2)] | 34 | 0001221210220201122111102201012211 | 4 | 0000
[('b', 3), ('a', -1), ('b', 1), ('a', -1), ('b', -3)] | 32 | 00122201002212102201002212122202 | 4 | 0000
[('a', -4), ('b', -4), ('a', 5), ('b', 1), ('a', 5)] | 36 | 000102212110220201122111022010112211 | 6 | 000000
[('a', 3), ('b', -4), ('a', -1), ('b', 4), ('a', 3)] | 34 | 0002221111022020022121102201022211 | 4 | 0000
[('a', -3), ('b', -1), ('a', 3), ('b', 4), ('a', 3)] | 33 | 000222121022020222111102201022211 | 6 | 000000
[('a', -1), ('b', -3), ('a', -4), ('b', 4), ('a', 1)] | 34 | 0000221212220201022121102201002211 | 4 | 0000
[('a', -5), ('b', -5), ('a', 2), ('b', -1), ('a', 2)] | 34 | 0001122121112202012211102202012211 | 4 | 0000
[('a', 4), ('b', -1), ('a', -5), ('b', 5), ('a', -1)] | 35 | 00010221110220201122121112201002212 | 4 | 0000
[('a', 1), ('b', -1), ('a', -3), ('b', -1), ('a', 3)] | 32 | 00002211102202022212102202022211 | 4 | 0000
[('a', 5), ('b', -2), ('a', 1), ('b', 3), ('a', 5)] | 34 | 0001122111122020022111222010112211 | 4 | 0000
[('a', -1), ('b', -4), ('a', 1), ('b', -1), ('a', 2)] | 33 | 000022121102202002211102202012211 | 4 | 0000
[('a', -5), ('b', -1), ('a', 3), ('b', 5), ('a', 4)] | 35 | 00011221210220202221111122010102211 | 4 | 0000
[('a', -4), ('b', -4), ('a', -3), ('b', -4), ('a', -5)] | 36 | 000102212110220202221211022020112212 | 4 | 1010
[('a', -3), ('b', -3), ('a', 3), ('b', -1), ('a', -5)] | 33 | 000222121222020222111022020112212 | 4 | 0000
[('a', 3), ('b', -3), ('a', 3), ('b', -5), ('a', -5)] | 34 | 0002221112220202221111122020112212 | 4 | 0000
[('a', 5), ('b', -3), ('a', -5), ('b', -3), ('a', 5)] | 35 | 00011221112220201122121222020112211 | 4 | 0000
[('a', 1), ('b', -2), ('a', -2), ('b', -1), ('a', -4)] | 33 | 000022111122020122121022020102212 | 4 | 0000
[('b', 5), ('a', -2), ('b', 3), ('a', -3), ('b', -1)] | 33 | 001112201012212122201022212102202 | 4 | 0000
[('a', 1), ('b', -4), ('a', 2), ('b', -5), ('a', -3)] | 34 | 0000221111022020122111112202022212 | 8 | 00201010
[('b', -2), ('a', 2), ('b', -3), ('a', -2), ('b', 1)] | 32 | 00112202012211122202012212102201 | 4 | 1010
[('b', 3), ('a', -2), ('b', -5), ('a', 1), ('b', -5)] | 34 | 0012220101221211122020022111112202 | 4 | 0000
[('b', -4), ('a', -5), ('b', 2), ('a', 2), ('b', -3)] | 34 | 0011022020112212112201012211122202 | 4 | 1010
[('a', 5), ('b', -2), ('a', 3), ('b', -3), ('a', 4)] | 34 | 0001122111122020222111222020102211 | 4 | 1010
[('b', 3), ('a', 4), ('b', -5), ('a', -4), ('b', 2)] | 35 | 00122201010221111122020102212112201 | 8 | 00201010
[('a', 2), ('b', 4), ('a', -2), ('b', -3), ('a', -5)] | 34 | 0001221111022010122121222020112212 | 4 | 0000
[('b', 5), ('a', -4), ('b', 2), ('a', -2), ('b', -4)] | 35 | 00111220101022121122010122121102202 | 6 | 000000
[('b', 2), ('a', 4), ('b', 5), ('a', 4), ('b', 5)] | 36 | 001122010102211111220101022111112201 | 4 | 0000
[('b', -4), ('a', 3), ('b', -3), ('a', 2), ('b', -1)] | 33 | 001102202022211122202012211102202 | 4 | 0000
[('b', 5), ('a', 5), ('b', 4), ('a', -5), ('b', 5)] | 37 | 0011122010112211110220101122121112201 | 4 | 1010
[('a', -1), ('b', 1), ('a', -5), ('b', -3), ('a', -4)] | 34 | 0000221210220101122121222020102212 | 4 | 0000
[('b', 2), ('a', 3), ('b', 5), ('a', -3), ('b', -3)] | 33 | 001122010222111112201022212122202 | 4 | 1010
[('a', -5), ('b', 2), ('a', 5), ('b', -1), ('a', -4)] | 35 | 00011221211220101122111022020102212 | 4 | 0000
[('a', 3), ('b', 3), ('a', 4), ('b', -4), ('a', -4)] | 35 | 00022211122201010221111022020102212 | 4 | 1010
[('b', -3), ('a', 3), ('b', -1), ('a', -2), ('b', -5)] | 33 | 001222020222111022020122121112202 | 4 | 0000
[('a', -1), ('b', -4), ('a', 3), ('b', 1), ('a', 4)] | 34 | 0000221211022020222111022010102211 | 6 | 000000
[('a', 2), ('b', -2), ('a', -2), ('b', 5), ('a', -2)] | 33 | 000122111122020122121112201012212 | 4 | 0000
[('a', 1), ('b', 4), ('a', -2), ('b', 3), ('a', -5)] | 34 | 0000221111022010122121222010112212 | 4 | 1010
[('b', -2), ('a', -1), ('b', 5), ('a', 3), ('b', -4)] | 34 | 0011220200221211122010222111102202 | 4 | 0000
[('a', 3), ('b', -3), ('a', 1), ('b', -3), ('a', 5)] | 33 | 000222111222020022111222020112211 | 6 | 101010
[('b', 5), ('a', -5), ('b', -4), ('a', 4), ('b', -3)] | 36 | 001112201011221211022020102211122202 | 4 | 0000
[('b', 1), ('a', 1), ('b', -3), ('a', 3), ('b', -4)] | 33 | 001022010022111222020222111102202 | 4 | 0000
[('b', 4), ('a', -3), ('b', -4), ('a', 1), ('b', 1)] | 34 | 0011022010222121102202002211102201 | 4 | 0000
[('b', -2), ('a', -4), ('b', 5), ('a', -4), ('b', 1)] | 35 | 00112202010221211122010102212102201 | 4 | 0000
[('b', -5), ('a', 2), ('b', -3), ('a', 2), ('b', -4)] | 34 | 0011122020122111222020122111102202 | 4 | 0000
[('b', -4), ('a', -5), ('b', 1), ('a', 3), ('b', -1)] | 34 | 0011022020112212102201022211102202 | 4 | 0000
[('b', -1), ('a', -5), ('b', 5), ('a', -2), ('b', -5)] | 35 | 00102202011221211122010122121112202 | 4 | 0000
[('a', 2), ('b', -5), ('a', 3), ('b', 3), ('a', 3)] | 33 | 000122111112202022211122201022211 | 4 | 0000
[('a', 3), ('b', 4), ('a', 2), ('b', -4), ('a', 4)] | 35 | 00022211110220101221111022020102211 | 8 | 00000000
[('a', 1), ('b', 2), ('a', -5), ('b', 2), ('a', -2)] | 33 | 000022111122010112212112201012212 | 4 | 1010
[('b', 3), ('a', -1), ('b', 5), ('a', 4), ('b', -5)] | 35 | 00122201002212111220101022111112202 | 6 | 000000
[('a', 4), ('b', -5), ('a', 5), ('b', -4), ('a', 5)] | 37 | 0001022111112202011221111022020112211 | 4 | 0000
[('a', -5), ('b', 5), ('a', -3), ('b', 3), ('a', -3)] | 34 | 0001122121112201022212122201022212 | 4 | 0000
[('b', 4), ('a', -1), ('b', -3), ('a', 5), ('b', 2)] | 34 | 0011022010022121222020112211112201 | 4 | 0000
[('b', 1), ('a', 4), ('b', -5), ('a', 3), ('b', -4)] | 35 | 00102201010221111122020222111102202 | 4 | 0000
[('b', -5), ('a', -4), ('b', 2), ('a', -1), ('b', 2)] | 34 | 0011122020102212112201002212112201 | 4 | 0000
[('a', -2), ('b', -5), ('a', -4), ('b', 5), ('a', 1)] | 35 | 00012212111220201022121112201002211 | 4 | 0000
[('b', -2), ('a', 2), ('b', 5), ('a', -5), ('b', 1)] | 34 | 0011220201221111122010112212102201 | 4 | 1010
[('b', -3), ('a', 5), ('b', 4), ('a', 2), ('b', 5)] | 35 | 00122202011221111022010122111112201 | 4 | 0000
[('a', -3), ('b', 1), ('a', -3), ('b', -5), ('a', 1)] | 33 | 000222121022010222121112202002211 | 4 | 0000
[('a', 4), ('b', 2), ('a', -5), ('b', -1), ('a', -5)] | 35 | 00010221111220101122121022020112212 | 4 | 1010
[('a', 3), ('b', 3), ('a', 3), ('b', 5), ('a', -5)] | 34 | 0002221112220102221111122010112212 | 4 | 0000
[('b', -4), ('a', 3), ('b', 3), ('a', -1), ('b', -3)] | 33 | 001102202022211122201002212122202 | 4 | 0000
[('a', 4), ('b', 5), ('a', 5), ('b', -3), ('a', -5)] | 36 | 000102211111220101122111222020112212 | 4 | 0000
[('a', 5), ('b', 2), ('a', -3), ('b', -1), ('a', 2)] | 33 | 000112211112201022212102202012211 | 4 | 0000
[('b', -5), ('a', 5), ('b', 3), ('a', 3), ('b', 2)] | 34 | 0011122020112211122201022211112201 | 4 | 0000
[('a', 3), ('b', 1), ('a', -5), ('b', 2), ('a', 2)] | 33 | 000222111022010112212112201012211 | 6 | 101010
[('a', -2), ('b', -3), ('a', -2), ('b', -1), ('a', -5)] | 33 | 000122121222020122121022020112212 | 4 | 1010
[('a', 1), ('b', -4), ('a', 1), ('b', -3), ('a', -1)] | 33 | 000022111102202002211122202002212 | 4 | 0000
[('a', 5), ('b', 5), ('a', 4), ('b', -1), ('a', 4)] | 36 | 000112211111220101022111022020102211 | 4 | 0000
[('b', 5), ('a', 4), ('b', 1), ('a', 5), ('b', -3)] | 35 | 00111220101022111022010112211122202 | 6 | 101010
[('b', -1), ('a', -5), ('b', -3), ('a', 1), ('b', 3)] | 33 | 001022020112212122202002211122201 | 4 | 0000
[('b', 3), ('a', 5), ('b', -5), ('a', 1), ('b', -2)] | 34 | 0012220101122111112202002211112202 | 4 | 1010
[('a', 1), ('b', 2), ('a', 2), ('b', -3), ('a', 2)] | 32 | 00002211112201012211122202012211 | 4 | 0000
[('a', -5), ('b', 2), ('a', 2), ('b', -3), ('a', -2)] | 33 | 000112212112201012211122202012212 | 4 | 0000
[('a', -3), ('b', 5), ('a', -2), ('b', -3), ('a', -4)] | 34 | 0002221211122010122121222020102212 | 4 | 1010
[('b', 2), ('a', 3), ('b', -5), ('a', 5), ('b', -5)] | 35 | 00112201022211111220201122111112202 | 4 | 0000
[('a', 4), ('b', 4), ('a', -2), ('b', 5), ('a', 1)] | 35 | 00010221111022010122121112201002211 | 6 | 000000
[('a', -1), ('b', -1), ('a', -5), ('b', 3), ('a', 1)] | 33 | 000022121022020112212122201002211 | 4 | 0000
[('a', -2), ('b', 1), ('a', -2), ('b', 1), ('a', 3)] | 32 | 00012212102201012212102201022211 | 4 | 0000
[('a', 3), ('b', 2), ('a', -2), ('b', 5), ('a', 4)] | 34 | 0002221111220101221211122010102211 | 4 | 0000
[('b', -1), ('a', 2), ('b', -2), ('a', -4), ('b', -5)] | 34 | 0010220201221111220201022121112202 | 4 | 0000
[('b', 5), ('a', 3), ('b', -1), ('a', -3), ('b', 3)] | 33 | 001112201022211102202022212122201 | 4 | 1010
[('a', -1), ('b', -3), ('a', -1), ('b', -1), ('a', 3)] | 32 | 00002212122202002212102202022211 | 4 | 0000
[('b', -2), ('a', 3), ('b', 4), ('a', -3), ('b', -5)] | 34 | 0011220202221111022010222121112202 | 6 | 101010
[('b', -3), ('a', -5), ('b', 1), ('a', 4), ('b', -3)] | 34 | 0012220201122121022010102211122202 | 4 | 0000
[('a', 2), ('b', 4), ('a', -2), ('b', 3), ('a', 3)] | 33 | 000122111102201012212122201022211 | 4 | 1010
[('a', 1), ('b', -4), ('a', 5), ('b', 3), ('a', 4)] | 35 | 00002211110220201122111222010102211 | 4 | 0000
[('b', -5), ('a', 3), ('b', -4), ('a', 5), ('b', -2)] | 35 | 00111220202221111022020112211112202 | 4 | 0000
[('b', -5), ('a', -2), ('b', -5), ('a', 2), ('b', -5)] | 35 | 00111220201221211122020122111112202 | 6 | 101010
[('a', 2), ('b', 3), ('a', 5), ('b', -2), ('a', -3)] | 33 | 000122111222010112211112202022212 | 4 | 0000
[('b', -1), ('a', -3), ('b', -5), ('a', 3), ('b', 3)] | 33 | 001022020222121112202022211122201 | 6 | 101010
[('b', 2), ('a', -3), ('b', 3), ('a', -5), ('b', 5)] | 34 | 0011220102221212220101122121112201 | 4 | 0000
[('a', 5), ('b', 5), ('a', -4), ('b', -3), ('a', 3)] | 35 | 00011221111122010102212122202022211 | 4 | 0000
[('b', -2), ('a', 4), ('b', -5), ('a', 4), ('b', 1)] | 35 | 00112202010221111122020102211102201 | 4 | 0000
[('b', -5), ('a', 3), ('b', -5), ('a', 5), ('b', -2)] | 35 | 00111220202221111122020112211112202 | 4 | 0000
[('b', -5), ('a', 2), ('b', -1), ('a', -2), ('b', -5)] | 34 | 0011122020122111022020122121112202 | 4 | 1010
[('b', 2), ('a', -4), ('b', -3), ('a', -2), ('b', -3)] | 33 | 001122010102212122202012212122202 | 4 | 1010
[('a', -1), ('b', 3), ('a', -1), ('b', -3), ('a', -3)] | 32 | 00002212122201002212122202022212 | 4 | 0000
[('b', 5), ('a', 4), ('b', -1), ('a', -4), ('b', 3)] | 35 | 00111220101022111022020102212122201 | 4 | 1010
[('b', -1), ('a', 5), ('b', 5), ('a', 1), ('b', 1)] | 34 | 0010220201122111112201002211102201 | 4 | 1010
[('b', 2), ('a', 2), ('b', 3), ('a', 2), ('b', 1)] | 32 | 00112201012211122201012211102201 | 4 | 0000
[('b', -2), ('a', 1), ('b', -2), ('a', -5), ('b', -1)] | 33 | 001122020022111122020112212102202 | 4 | 0000
[('b', -1), ('a', -5), ('b', -4), ('a', -2), ('b', 4)] | 35 | 00102202011221211022020122121102201 | 4 | 0000
[('b', 1), ('a', -5), ('b', -3), ('a', 1), ('b', 4)] | 34 | 0010220101122121222020022111102201 | 4 | 0000
[('a', -3), ('b', -4), ('a', -2), ('b', -2), ('a', -3)] | 33 | 000222121102202012212112202022212 | 4 | 0000
[('b', -3), ('a', 5), ('b', 1), ('a', 5), ('b', -1)] | 34 | 0012220201122111022010112211102202 | 4 | 0000
[('a', -4), ('b', 4), ('a', 1), ('b', 2), ('a', -3)] | 34 | 0001022121102201002211112201022212 | 6 | 000000
[('a', 2), ('b', 2), ('a', 1), ('b', -2), ('a', 2)] | 32 | 00012211112201002211112202012211 | 4 | 0000
[('a', 4), ('b', 5), ('a', 3), ('b', -1), ('a', -5)] | 35 | 00010221111122010222111022020112212 | 4 | 0000
[('b', -4), ('a', 1), ('b', 4), ('a', -4), ('b', 2)] | 35 | 00110220200221111022010102212112201 | 4 | 1010
[('b', 5), ('a', 3), ('b', 5), ('a', -1), ('b', 4)] | 35 | 00111220102221111122010022121102201 | 4 | 0000
[('b', -1), ('a', 2), ('b', 2), ('a', -4), ('b', -2)] | 33 | 001022020122111122010102212112202 | 4 | 0000
[('a', 4), ('b', 4), ('a', -3), ('b', 4), ('a', -2)] | 35 | 00010221111022010222121102201012212 | 4 | 0000
[('a', -4), ('b', -1), ('a', 3), ('b', 3), ('a', -5)] | 34 | 0001022121022020222111222010112212 | 4 | 1010
[('a', 1), ('b', -4), ('a', -2), ('b', -5), ('a', -1)] | 34 | 0000221111022020122121112202002212 | 4 | 0000
[('b', 1), ('a', 5), ('b', -1), ('a', -1), ('b', 1)] | 33 | 001022010112211102202002212102201 | 4 | 0000
[('a', -4), ('b', -3), ('a', 2), ('b', -2), ('a', -3)] | 33 | 000102212122202012211112202022212 | 4 | 0000
[('b', 2), ('a', 1), ('b', -1), ('a', -3), ('b', 4)] | 33 | 001122010022111022020222121102201 | 4 | 0000
[('a', 2), ('b', -3), ('a', -5), ('b', 1), ('a', 2)] | 33 | 000122111222020112212102201012211 | 4 | 0000
[('a', -4), ('b', 4), ('a', -3), ('b', 4), ('a', -2)] | 35 | 00010221211022010222121102201012212 | 4 | 1010
[('b', 4), ('a', 3), ('b', 1), ('a', 1), ('b', 2)] | 33 | 001102201022211102201002211112201 | 4 | 0000
[('b', 5), ('a', 1), ('b', -2), ('a', -2), ('b', -5)] | 34 | 0011122010022111122020122121112202 | 4 | 0000
[('a', 4), ('b', -2), ('a', 2), ('b', 3), ('a', 4)] | 34 | 0001022111122020122111222010102211 | 4 | 0000
[('b', -4), ('a', -1), ('b', -5), ('a', 5), ('b', -5)] | 36 | 001102202002212111220201122111112202 | 4 | 0000
[('b', -2), ('a', -3), ('b', 4), ('a', 4), ('b', 4)] | 35 | 00112202022212110220101022111102201 | 4 | 0000
[('a', -2), ('b', 3), ('a', 4), ('b', -2), ('a', 3)] | 33 | 000122121222010102211112202022211 | 4 | 0000
[('b', -2), ('a', -1), ('b', -2), ('a', 1), ('b', -1)] | 32 | 00112202002212112202002211102202 | 4 | 1010
[('b', 5), ('a', -3), ('b', -2), ('a', 1), ('b', 3)] | 33 | 001112201022212112202002211122201 | 4 | 0000
[('b', -5), ('a', 1), ('b', 5), ('a', 1), ('b', -1)] | 34 | 0011122020022111112201002211102202 | 4 | 0000
[('a', -3), ('b', 1), ('a', 2), ('b', 5), ('a', 1)] | 33 | 000222121022010122111112201002211 | 6 | 101010
[('b', 2), ('a', -1), ('b', -4), ('a', 4), ('b', -1)] | 34 | 0011220100221211022020102211102202 | 6 | 000000
[('b', 1), ('a', 2), ('b', 3), ('a', 2), ('b', 5)] | 33 | 001022010122111222010122111112201 | 4 | 0000
[('b', -1), ('a', -1), ('b', -1), ('a', -3), ('b', -3)] | 32 | 00102202002212102202022212122202 | 4 | 0000
[('a', -3), ('b', -1), ('a', 5), ('b', -4), ('a', 1)] | 34 | 0002221210220201122111102202002211 | 4 | 1010
[('a', 4), ('b', -5), ('a', 2), ('b', -3), ('a', 4)] | 35 | 00010221111122020122111222020102211 | 4 | 0000
[('a', -1), ('b', 5), ('a', -4), ('b', 4), ('a', 3)] | 35 | 00002212111220101022121102201022211 | 4 | 0000
[('a', -3), ('b', 3), ('a', 4), ('b', 3), ('a', 5)] | 34 | 0002221212220101022111222010112211 | 6 | 000000
[('b', -5), ('a', 1), ('b', 2), ('a', -5), ('b', 4)] | 35 | 00111220200221111220101122121102201 | 4 | 0000
[('b', -4), ('a', -2), ('b', -1), ('a', -1), ('b', 1)] | 33 | 001102202012212102202002212102201 | 4 | 1010
[('a', -4), ('b', 2), ('a', -2), ('b', 2), ('a', -3)] | 33 | 000102212112201012212112201022212 | 4 | 1010
[('a', 1), ('b', -3), ('a', 1), ('b', 5), ('a', -4)] | 34 | 0000221112220200221111122010102212 | 4 | 0000
[('a', 2), ('b', 4), ('a', 3), ('b', 4), ('a', -3)] | 34 | 0001221111022010222111102201022212 | 4 | 0000
[('a', -1), ('b', -3), ('a', 2), ('b', 2), ('a', -1)] | 32 | 00002212122202012211112201002212 | 4 | 1010
[('b', 4), ('a', -5), ('b', -2), ('a', -1), ('b', 5)] | 35 | 00110220101122121122020022121112201 | 4 | 1010
[('a', 4), ('b', -3), ('a', 1), ('b', 3), ('a', -1)] | 33 | 000102211122202002211122201002212 | 4 | 0000
[('a', -4), ('b', -3), ('a', 5), ('b', -4), ('a', -3)] | 35 | 00010221212220201122111102202022212 | 4 | 0000
[('b', 1), ('a', -3), ('b', 2), ('a', 2), ('b', 1)] | 32 | 00102201022212112201012211102201 | 4 | 0000
[('a', -3), ('b', -4), ('a', 5), ('b', -3), ('a', -5)] | 35 | 00022212110220201122111222020112212 | 4 | 1010
[('b', -4), ('a', 1), ('b', -1), ('a', -1), ('b', -1)] | 33 | 001102202002211102202002212102202 | 6 | 101010
[('b', 1), ('a', 3), ('b', 5), ('a', -2), ('b', -4)] | 34 | 0010220102221111122010122121102202 | 4 | 0000
[('a', -3), ('b', 1), ('a', 1), ('b', -3), ('a', 2)] | 32 | 00022212102201002211122202012211 | 4 | 1010
[('b', 4), ('a', -1), ('b', -4), ('a', 2), ('b', -4)] | 35 | 00110220100221211022020122111102202 | 4 | 0000
[('b', 5), ('a', -2), ('b', 4), ('a', -3), ('b', -2)] | 34 | 0011122010122121102201022212112202 | 4 | 0000
[('b', 3), ('a', 4), ('b', -3), ('a', 1), ('b', -2)] | 33 | 001222010102211122202002211112202 | 4 | 0000
[('a', -1), ('b', -3), ('a', -2), ('b', -3), ('a', -4)] | 33 | 000022121222020122121222020102212 | 4 | 0000
[('a', -4), ('b', -1), ('a', -5), ('b', 4), ('a', 3)] | 35 | 00010221210220201122121102201022211 | 6 | 000000
[('b', 1), ('a', -3), ('b', -3), ('a', 5), ('b', 5)] | 34 | 0010220102221212220201122111112201 | 4 | 0000
[('a', 5), ('b', -3), ('a', -2), ('b', 3), ('a', -4)] | 34 | 0001122111222020122121222010102212 | 4 | 0000
[('b', 4), ('a', 2), ('b', -4), ('a', 5), ('b', -5)] | 36 | 001102201012211110220201122111112202 | 4 | 0000
[('b', -3), ('a', 3), ('b', -5), ('a', 5), ('b', 2)] | 34 | 0012220202221111122020112211112201 | 4 | 0000
[('a', -3), ('b', -5), ('a', -4), ('b', 1), ('a', -5)] | 35 | 00022212111220201022121022010112212 | 4 | 1010
[('b', 2), ('a', -1), ('b', 4), ('a', -5), ('b', -5)] | 35 | 00112201002212110220101122121112202 | 4 | 1010
[('a', 1), ('b', -4), ('a', 1), ('b', -3), ('a', 2)] | 33 | 000022111102202002211122202012211 | 4 | 0000
[('a', -2), ('b', -3), ('a', 1), ('b', -5), ('a', -2)] | 33 | 000122121222020022111112202012212 | 4 | 1010
